#Rate of rotation around the x y z axes (Angular velocity).
#timestamp(ns),x,y,z(rad/s)
#Datetime: 22/04/2015 16:08:05
##########################################
#Activity: 9 - CSO - Car Step-out - 6s
#Subject ID: 48
#First Name: sub48
#Last Name: sub48
#Age: 22
#Height(cm): 180
#Weight(kg): 80
#Gender: Male
##########################################

@DATA
12922716481000, -0.018020526, 0.010079277, 0.013744468
12922721481000, -0.023518313, 0.004581489, 0.0070249503
12922726474000, -0.02076942, 0.009162978, 0.011911872
12922731531000, -0.029626964, 0.004581489, 0.0143553335
12922736475000, -0.026267206, 6.1086525E-4, 0.015577064
12922741492000, -0.03176499, 0.005192355, 0.014966198
12922747256000, -0.02443461, 0.0067195175, 0.008246681
12922751489000, -0.027488936, 0.0036651916, 0.007941248
12922756452000, -0.027488936, 0.0030543262, 0.008246681
12922761472000, -0.028405234, 0.008857546, 0.0143553335
12922766476000, -0.02687807, 0.006414085, 0.009162978
12922771470000, -0.029626964, 0.005497787, 0.010079277
12922776466000, -0.03604105, 0.0143553335, 0.014966198
12922781550000, -0.03634648, 0.010995574, 0.0106901415
12922786475000, -0.022602014, 0.012217305, 0.014660766
12922791501000, -0.03390302, 0.010079277, 0.014049901
12922796550000, -0.03481932, 0.007941248, 0.013133603
12922801559000, -0.035124753, 9.162979E-4, 0.016493361
12922806480000, -0.02443461, 0.011911872, 0.018936822
12922811414000, -0.029626964, 0.009773844, 0.013439035
12922816983000, -0.02687807, 0.011911872, 0.008552114
12922821478000, -0.03176499, 0.007330383, 0.008552114
12922826420000, -0.026267206, 0.0061086523, 0.009773844
12922831409000, -0.033292156, 0.0018325958, 0.018020526
12922836441000, -0.02565634, 0.013439035, 0.019242255
12922841474000, -0.030543262, 0.0076358155, 0.011301007
12922846451000, -0.031154128, 0.002443461, 0.011301007
12922851441000, -0.03481932, 0.0067195175, 0.015577064
12922856439000, -0.030848695, 0.0070249503, 0.018325957
12922861422000, -0.02443461, 0.002443461, 0.014660766
12922866447000, -0.022602014, 0.003970624, 0.020158553
12922871437000, -0.029626964, 0.009468411, 0.01160644
12922876388000, -0.03359759, 0.011301007, 0.0106901415
12922881570000, -0.029321533, 0.008552114, 0.014049901
12922886618000, -0.03176499, 0.006414085, 0.01740966
12922891522000, -0.032375857, 0.005192355, 0.010995574
12922896551000, -0.02443461, 0.007330383, 0.015882496
12922901571000, -0.029932396, 0.0067195175, 0.01740966
12922906481000, -0.028405234, 0.008857546, 0.019242255
12922911445000, -0.036651913, 0.00580322, 0.015882496
12922916482000, -0.017104227, 0.00580322, 0.010079277
12922921476000, -0.022602014, 0.01160644, 0.016798794
12922926456000, -0.03023783, 0.0070249503, 0.011301007
12922931561000, -0.023518313, 0.0021380284, 0.01160644
12922936478000, -0.022602014, -0.0033597588, 0.013133603
12922941562000, -0.018936822, -0.00580322, 0.007941248
12922946444000, -0.016493361, -0.0027488936, 0.009162978
12922951442000, -0.023823744, 0.01038471, 0.015882496
12922956688000, -0.029321533, 0.01038471, 0.017715093
12922961417000, -0.033292156, 0.0067195175, 0.0143553335
12922966441000, -0.027794369, 0.004886922, 0.012217305
12922971470000, -0.034513887, 0.015271631, 0.018936822
12922976455000, -0.03726278, 3.0543262E-4, 0.011301007
12922981498000, -0.0290161, 3.0543262E-4, 0.016798794
12922986478000, -0.02687807, 0.0018325958, 0.015882496
12922991520000, -0.022907447, 0.010995574, 0.017715093
12922996549000, -0.032375857, 0.0106901415, 0.017715093
12923001492000, -0.026267206, 0.0070249503, 0.01038471
12923006487000, -0.029321533, 0.0033597588, 0.009468411
12923011415000, -0.024740042, 0.004581489, 0.009468411
12923016482000, -0.027488936, 0.0061086523, 0.017104227
12923021479000, -0.027183503, 0.0070249503, 0.0143553335
12923026463000, -0.02565634, -0.00580322, 0.011911872
12923031522000, -0.02076942, 0.0027488936, 0.010079277
12923036473000, -0.025350908, 0.009773844, 0.0076358155
12923041527000, -0.03726278, 0.0070249503, 0.009162978
12923046593000, -0.027183503, 0.004581489, 0.007330383
12923051518000, -0.027183503, 0.0106901415, 0.0125227375
12923056459000, -0.029932396, 0.004581489, 0.005497787
12923061470000, -0.026572637, 0.007330383, 0.007941248
12923066478000, -0.03604105, 0.0033597588, 0.017715093
12923072160000, -0.029626964, 0.005497787, 0.013133603
12923076389000, -0.027488936, 0.0076358155, 0.017715093
12923081561000, -0.027794369, 0.016187929, 0.01985312
12923086479000, -0.032070424, 0.0067195175, 0.016493361
12923091518000, -0.035124753, 0.0076358155, 0.017104227
12923096594000, -0.029626964, 0.012217305, 0.02076942
12923101495000, -0.0290161, 0.014660766, 0.015271631
