#Acceleration force along the x y z axes (including gravity).
#timestamp(ns),x,y,z(m/s^2)
#Datetime: 24/03/2015 15:17:46
##########################################
#Activity: 9 - CSO - Car Step-out - 6s
#Subject ID: 37
#First Name: sub37
#Last Name: sub37
#Age: 25
#Height(cm): 172
#Weight(kg): 63
#Gender: Male
##########################################

@DATA
11545889066000, 7.019799, 5.995081, 6.244078
11545898590000, 6.6367273, 6.3111157, 6.2823853
11545908753000, 6.2632318, 5.861006, 6.3685765
11545929533000, 5.9567738, 4.55856, 5.947197
11545939738000, 5.899313, 4.2521024, 6.2249246
11545949516000, 5.8226986, 3.7062242, 6.483498
11545960098000, 5.592855, 3.217807, 6.5696893
11545970510000, 5.7365074, 2.5474305, 6.9240313
11545980470000, 5.592855, 3.2752678, 7.038953
11545990782000, 5.803545, 3.4859576, 7.0964136
11546001868000, 6.1004257, 3.0550013, 7.2209125
11546021438000, 5.9184666, 3.2465374, 6.579266
11546031397000, 5.410896, 3.6104562, 6.397307
11546041707000, 5.3247046, 4.146757, 6.6367273
11546051656000, 5.104438, 4.9799395, 6.588843
11546062016000, 4.960786, 5.592855, 6.531382
11546073238000, 4.903325, 5.2289367, 6.6079965
11546083634000, 5.094861, 5.056554, 6.8665705
11546093912000, 5.363012, 4.8745947, 7.201759
11546103956000, 5.5162406, 4.5872903, 7.5082164
11546114217000, 5.7748146, 4.2904096, 7.603985
11546124508000, 6.033388, 3.7062242, 7.929596
11546134515000, 6.2249246, 2.777274, 6.7133417
11546144651000, 5.8322754, 1.5514427, 7.1251445
11546154637000, 5.813122, 0.62249243, 7.517793
11546164975000, 5.631162, 0.47884035, 6.588843
11546175748000, 5.48751, 1.0247183, 7.335834
11546186011000, 5.5641246, 3.1794999, 7.383718
11546195394000, 5.00867, 1.043872, 7.747637
11546205626000, 4.912902, 1.0342951, 7.8050976
11546216358000, 5.133168, 1.1492168, 7.8625584
11546226243000, 5.401319, 1.13964, 7.920019
11546236181000, 5.583278, 1.3790601, 8.101978
11546246544000, 5.7748146, 1.4173675, 8.0445175
11546267578000, 5.659893, 1.6376339, 7.144298
11546278245000, 5.535394, 1.7908629, 7.038953
11546288618000, 5.45878, 2.087744, 7.019799
11546298520000, 5.363012, 2.384625, 6.7708025
11546308459000, 5.353435, 2.0685902, 6.9144545
11546318706000, 5.650316, 1.8195933, 7.0102224
11546328773000, 5.717354, 1.6759412, 7.019799
11546338739000, 5.659893, 1.5514427, 7.0581064
11546349103000, 5.6215854, 1.4173675, 7.038953
11546358991000, 5.583278, 1.3599066, 7.144298
11546370228000, 5.506664, 1.3024458, 7.201759
11546379453000, 5.583278, 1.2162545, 7.240066
11546399367000, 5.803545, 0.7565677, 7.297527
11546410153000, 5.995081, 0.6512229, 7.2304893
11546421650000, 6.14831, 0.60333884, 7.153875
11546431353000, 6.3685765, 0.58418524, 7.2209125
11546441516000, 6.588843, 0.59376204, 7.335834
11546462285000, 7.153875, 0.62249243, 7.5561004
11546471404000, 7.4028716, 0.61291564, 7.6231384
11546481418000, 7.6231384, 0.50757074, 7.632715
11546491557000, 7.7093296, 0.40222588, 7.3071036
11546501703000, 7.632715, 0.2873042, 6.7708025
11546512078000, 7.393295, 0.076614454, 6.2632318
11546523228000, 7.4507556, 0.29688102, 5.8705826
11546533522000, 7.651869, 0.4213795, 5.6215854
11546543567000, 7.6710224, 0.2873042, 5.650316
11546553800000, 7.632715, 0.40222588, 5.6215854
11546563872000, 7.7093296, 0.45968673, 5.8705826
11546586722000, 7.9104424, 0.36391866, 6.8186865
11546596032000, 8.073248, 0.33518824, 7.1251445
11546606036000, 8.159439, 0.24899697, 7.3071036
11546616301000, 8.034941, 0.1340753, 7.192182
11546626438000, 7.833828, -0.019153614, 6.9623384
11546636663000, 7.824251, 0.12449849, 6.703765
11546647773000, 7.632715, 0.076614454, 6.7229185
11546657625000, 7.4507556, 0.038307227, 6.694188
11546667362000, 7.374141, 0.11492168, 6.6175733
11546677301000, 7.2783732, 0.22026655, 6.588843
11546687324000, 7.0006456, 0.32561144, 6.5505357
11546697368000, 6.8569937, 0.40222588, 6.5601125
11546708677000, 6.7229185, 0.5363012, 6.6367273
11546717882000, 6.540959, 0.63206923, 6.6175733
11546728301000, 6.397307, 0.80445176, 6.6750345
